"ITTER107","Territory","TIPO_DATO15","Data type","SEXISTAT1","Gender","ISO","Most relevant Country of citizenship","MOTIVOPS1","Reason","TIME","Select time","Value","Flag Codes","Flags"
"ITD31","Verona","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","STD","study","2021","2021",1,,
"ITD33","Belluno","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",1,,
"ITD33","Belluno","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2020","2020",1,,
"ITD33","Belluno","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2021","2021",1,,
"ITD33","Belluno","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2007","2007",2,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2008","2008",2,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2019","2019",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2022","2022",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2007","2007",3,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2008","2008",2,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2019","2019",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2022","2022",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2007","2007",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2008","2008",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2020","2020",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2007","2007",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2008","2008",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2010","2010",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2011","2011",2,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",1,,
"ITD37","Rovigo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2020","2020",1,,
"ITD4","Friuli-Venezia Giulia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2019","2019",1,,
"ITD4","Friuli-Venezia Giulia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2022","2022",2,,
"ITD4","Friuli-Venezia Giulia","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2019","2019",1,,
"ITD4","Friuli-Venezia Giulia","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2022","2022",3,,
"ITD41","Pordenone","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2013","2013",1,,
"ITD41","Pordenone","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2019","2019",1,,
"ITD41","Pordenone","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2007","2007",2,,
"ITD41","Pordenone","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2010","2010",1,,
"ITD41","Pordenone","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2013","2013",1,,
"ITD41","Pordenone","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2019","2019",1,,
"ITD41","Pordenone","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2007","2007",1,,
"ITD41","Pordenone","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2011","2011",1,,
"ITD41","Pordenone","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2013","2013",2,,
"ITD41","Pordenone","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",1,,
"ITD41","Pordenone","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",2,,
"ITD43","Gorizia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2019","2019",1,,
"ITD43","Gorizia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2022","2022",1,,
"ITD43","Gorizia","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2019","2019",1,,
"ITD43","Gorizia","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2022","2022",1,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2019","2019",1,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2019","2019",1,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2007","2007",9,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2008","2008",1,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2009","2009",2,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2010","2010",1,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2013","2013",1,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2019","2019",1,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2021","2021",1,,
"ITD54","Modena","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2022","2022",2,,
"ITE11","Massa-Carrara","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2010","2010",1,,
"ITE11","Massa-Carrara","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2011","2011",3,,
"ITE11","Massa-Carrara","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",1,,
"ITE11","Massa-Carrara","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2021","2021",1,,
"ITE11","Massa-Carrara","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",1,,
"ITE2","Umbria","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2019","2019",1,,
"ITE2","Umbria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2007","2007",1,,
"ITE2","Umbria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2009","2009",2,,
"ITE2","Umbria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2010","2010",2,,
"ITE2","Umbria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",6,,
"ITE2","Umbria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2020","2020",2,,
"ITE2","Umbria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2021","2021",1,,
"ITE2","Umbria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",7,,
"ITE21","Perugia","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2019","2019",1,,
"ITE21","Perugia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2009","2009",1,,
"ITE21","Perugia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2010","2010",1,,
"ITE21","Perugia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",6,,
"ITE21","Perugia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2021","2021",1,,
"ITE21","Perugia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",4,,
"ITE22","Terni","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2019","2019",1,,
"ITE22","Terni","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2022","2022",1,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2007","2007",1,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2008","2008",4,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2009","2009",6,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2010","2010",9,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2011","2011",1,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2012","2012",1,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2019","2019",2,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2020","2020",1,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2021","2021",1,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2007","2007",4,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2008","2008",6,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2009","2009",13,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2010","2010",20,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2011","2011",1,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2012","2012",4,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2019","2019",2,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2020","2020",1,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2021","2021",3,,
"ITE3","Marche","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2022","2022",2,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2008","2008",1,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2009","2009",1,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2010","2010",2,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2012","2012",1,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2019","2019",2,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2021","2021",1,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2008","2008",3,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2009","2009",3,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2010","2010",6,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2012","2012",1,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2019","2019",2,,
"ITE32","Ancona","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2021","2021",2,,
"ITE33","Macerata","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2019","2019",1,,
"ITE33","Macerata","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","ALL1","asylum granted, asylum application and humanitarian reasons","2020","2020",2,,
"ITE42","Rieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2010","2010",1,,
"ITE42","Rieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",3,,
"ITE42","Rieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2021","2021",2,,
"ITE42","Rieti","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",3,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2007","2007",3,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2009","2009",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2019","2019",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2007","2007",3,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2009","2009",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2019","2019",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2021","2021",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2009","2009",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2011","2011",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2013","2013",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",2,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2021","2021",1,,
"ITF12","Teramo","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",11,,
"ITF33","Napoli","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2007","2007",1,,
"ITF33","Napoli","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2009","2009",1,,
"ITF33","Napoli","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2010","2010",1,,
"ITF33","Napoli","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2011","2011",3,,
"ITF33","Napoli","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",1,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2007","2007",1,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2009","2009",3,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2019","2019",1,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2021","2021",1,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2022","2022",1,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2007","2007",1,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2008","2008",1,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2009","2009",5,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2010","2010",1,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2019","2019",1,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2020","2020",1,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2021","2021",2,,
"ITF35","Salerno","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2022","2022",1,,
"ITF45","Lecce","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2009","2009",2,,
"ITF45","Lecce","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2010","2010",1,,
"ITF45","Lecce","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2011","2011",1,,
"ITF45","Lecce","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2012","2012",1,,
"ITF45","Lecce","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2019","2019",1,,
"ITF45","Lecce","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2020","2020",1,,
"ITF45","Lecce","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","STD","study","2022","2022",2,,
"ITF52","Matera","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",1,,
"ITF52","Matera","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",8,,
"ITF63","Catanzaro","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2012","2012",1,,
"ITF63","Catanzaro","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2019","2019",2,,
"ITF63","Catanzaro","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2020","2020",3,,
"ITF63","Catanzaro","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2021","2021",1,,
"ITF63","Catanzaro","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","FAM","family","2022","2022",3,,
"ITG15","Caltanissetta","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2008","2008",1,,
"ITG15","Caltanissetta","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2011","2011",1,,
"ITG15","Caltanissetta","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2019","2019",1,,
"ITG15","Caltanissetta","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2020","2020",1,,
"ITG15","Caltanissetta","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","FAM","family","2022","2022",1,,
"ITG26","Nuoro","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",1,,
"ITG26","Nuoro","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2021","2021",1,,
"ITG26","Nuoro","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",3,,
"ITG26","Nuoro","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2009","2009",2,,
"ITG26","Nuoro","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2010","2010",1,,
"ITG26","Nuoro","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2011","2011",1,,
"ITG26","Nuoro","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2019","2019",1,,
"ITG26","Nuoro","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2020","2020",1,,
"ITG26","Nuoro","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2021","2021",1,,
"ITG26","Nuoro","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2007","2007",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2009","2009",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2010","2010",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","OTH1","elective residence, religion, health","2011","2011",1,,
"ITC44","Sondrio","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2007","2007",1,,
"ITC44","Sondrio","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2008","2008",1,,
"ITC44","Sondrio","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2010","2010",1,,
"ITC48","Pavia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2007","2007",2,,
"ITC48","Pavia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2008","2008",1,,
"ITC48","Pavia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2009","2009",1,,
"ITC48","Pavia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2010","2010",2,,
"ITC48","Pavia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2021","2021",1,,
"ITC48","Pavia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2022","2022",1,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2007","2007",1,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2008","2008",2,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2010","2010",1,,
"ITD53","Reggio nell'Emilia","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2013","2013",1,,
"ITD59","Rimini","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2007","2007",1,,
"ITD59","Rimini","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2008","2008",2,,
"ITD59","Rimini","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2009","2009",6,,
"ITD59","Rimini","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2010","2010",4,,
"ITE22","Terni","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2007","2007",1,,
"ITE22","Terni","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2009","2009",1,,
"ITE22","Terni","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2010","2010",3,,
"ITE22","Terni","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2011","2011",4,,
"ITE22","Terni","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2012","2012",1,,
"ITE22","Terni","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2020","2020",2,,
"ITE22","Terni","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2022","2022",4,,
"ITE41","Viterbo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2007","2007",1,,
"ITE41","Viterbo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2009","2009",3,,
"ITE41","Viterbo","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","WK","work","2010","2010",4,,
"ITF11","L'Aquila","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2007","2007",2,,
"ITF11","L'Aquila","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2008","2008",2,,
"ITF11","L'Aquila","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2009","2009",3,,
"ITF11","L'Aquila","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2010","2010",3,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2007","2007",1,,
"ITF14","Chieti","INFLNONEU","annual inflows of non-EU citizens","1","males","AR","Argentina","WK","work","2008","2008",3,,
"ITF44","Brindisi","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2007","2007",3,,
"ITF44","Brindisi","INFLNONEU","annual inflows of non-EU citizens","9","total","AR","Argentina","OTH1","elective residence, religion, health","2009","2009",1,,
"ITF6","Calabria","INFLNONEU","annual inflows of non-EU citizens","2","females","AR","Argentina","WK","work","2007","2007",1,,
